,fname,emotion,intensivity,statement,repetition,actor,sex
1303,03-01-08-01-02-01-08,suprised,normal,dogs,1,8,female
1304,03-01-08-01-02-01-09,suprised,normal,dogs,1,9,male
1305,03-01-08-01-02-01-10,suprised,normal,dogs,1,10,female
1306,03-01-08-01-02-01-11,suprised,normal,dogs,1,11,male
1307,03-01-08-01-02-01-12,suprised,normal,dogs,1,12,female
1308,03-01-08-01-02-01-13,suprised,normal,dogs,1,13,male
1309,03-01-08-01-02-01-14,suprised,normal,dogs,1,14,female
1310,03-01-08-01-02-01-15,suprised,normal,dogs,1,15,male
1311,03-01-08-01-02-01-16,suprised,normal,dogs,1,16,female
1312,03-01-08-01-02-01-17,suprised,normal,dogs,1,17,male
1313,03-01-08-01-02-01-18,suprised,normal,dogs,1,18,female
1314,03-01-08-01-02-01-19,suprised,normal,dogs,1,19,male
1315,03-01-08-01-02-01-20,suprised,normal,dogs,1,20,female
1316,03-01-08-01-02-01-21,suprised,normal,dogs,1,21,male
1317,03-01-08-01-02-01-22,suprised,normal,dogs,1,22,female
1318,03-01-08-01-02-01-23,suprised,normal,dogs,1,23,male
1319,03-01-08-01-02-01-24,suprised,normal,dogs,1,24,female
1320,03-01-08-01-02-02-01,suprised,normal,dogs,2,1,male
1321,03-01-08-01-02-02-02,suprised,normal,dogs,2,2,female
1322,03-01-08-01-02-02-03,suprised,normal,dogs,2,3,male
1323,03-01-08-01-02-02-04,suprised,normal,dogs,2,4,female
1324,03-01-08-01-02-02-05,suprised,normal,dogs,2,5,male
1325,03-01-08-01-02-02-06,suprised,normal,dogs,2,6,female
1326,03-01-08-01-02-02-07,suprised,normal,dogs,2,7,male
1327,03-01-08-01-02-02-08,suprised,normal,dogs,2,8,female
1328,03-01-08-01-02-02-09,suprised,normal,dogs,2,9,male
1329,03-01-08-01-02-02-10,suprised,normal,dogs,2,10,female
1330,03-01-08-01-02-02-11,suprised,normal,dogs,2,11,male
1331,03-01-08-01-02-02-12,suprised,normal,dogs,2,12,female
1332,03-01-08-01-02-02-13,suprised,normal,dogs,2,13,male
1333,03-01-08-01-02-02-14,suprised,normal,dogs,2,14,female
1334,03-01-08-01-02-02-15,suprised,normal,dogs,2,15,male
1335,03-01-08-01-02-02-16,suprised,normal,dogs,2,16,female
1336,03-01-08-01-02-02-17,suprised,normal,dogs,2,17,male
1337,03-01-08-01-02-02-18,suprised,normal,dogs,2,18,female
1338,03-01-08-01-02-02-19,suprised,normal,dogs,2,19,male
1339,03-01-08-01-02-02-20,suprised,normal,dogs,2,20,female
1340,03-01-08-01-02-02-21,suprised,normal,dogs,2,21,male
1341,03-01-08-01-02-02-22,suprised,normal,dogs,2,22,female
1342,03-01-08-01-02-02-23,suprised,normal,dogs,2,23,male
1343,03-01-08-01-02-02-24,suprised,normal,dogs,2,24,female
1344,03-01-08-02-01-01-01,suprised,strong,kids,1,1,male
1345,03-01-08-02-01-01-02,suprised,strong,kids,1,2,female
1346,03-01-08-02-01-01-03,suprised,strong,kids,1,3,male
1347,03-01-08-02-01-01-04,suprised,strong,kids,1,4,female
1348,03-01-08-02-01-01-05,suprised,strong,kids,1,5,male
1349,03-01-08-02-01-01-06,suprised,strong,kids,1,6,female
1350,03-01-08-02-01-01-07,suprised,strong,kids,1,7,male
1351,03-01-08-02-01-01-08,suprised,strong,kids,1,8,female
1352,03-01-08-02-01-01-09,suprised,strong,kids,1,9,male
1353,03-01-08-02-01-01-10,suprised,strong,kids,1,10,female
1354,03-01-08-02-01-01-11,suprised,strong,kids,1,11,male
1355,03-01-08-02-01-01-12,suprised,strong,kids,1,12,female
1356,03-01-08-02-01-01-13,suprised,strong,kids,1,13,male
1357,03-01-08-02-01-01-14,suprised,strong,kids,1,14,female
1358,03-01-08-02-01-01-15,suprised,strong,kids,1,15,male
1359,03-01-08-02-01-01-16,suprised,strong,kids,1,16,female
1360,03-01-08-02-01-01-17,suprised,strong,kids,1,17,male
1361,03-01-08-02-01-01-18,suprised,strong,kids,1,18,female
1362,03-01-08-02-01-01-19,suprised,strong,kids,1,19,male
1363,03-01-08-02-01-01-20,suprised,strong,kids,1,20,female
1364,03-01-08-02-01-01-21,suprised,strong,kids,1,21,male
1365,03-01-08-02-01-01-22,suprised,strong,kids,1,22,female
1366,03-01-08-02-01-01-23,suprised,strong,kids,1,23,male
1367,03-01-08-02-01-01-24,suprised,strong,kids,1,24,female
1368,03-01-08-02-01-02-01,suprised,strong,kids,2,1,male
1369,03-01-08-02-01-02-02,suprised,strong,kids,2,2,female
1370,03-01-08-02-01-02-03,suprised,strong,kids,2,3,male
1371,03-01-08-02-01-02-04,suprised,strong,kids,2,4,female
1372,03-01-08-02-01-02-05,suprised,strong,kids,2,5,male
1373,03-01-08-02-01-02-06,suprised,strong,kids,2,6,female
1374,03-01-08-02-01-02-07,suprised,strong,kids,2,7,male
1375,03-01-08-02-01-02-08,suprised,strong,kids,2,8,female
1376,03-01-08-02-01-02-09,suprised,strong,kids,2,9,male
1377,03-01-08-02-01-02-10,suprised,strong,kids,2,10,female
1378,03-01-08-02-01-02-11,suprised,strong,kids,2,11,male
1379,03-01-08-02-01-02-12,suprised,strong,kids,2,12,female
1380,03-01-08-02-01-02-13,suprised,strong,kids,2,13,male
1381,03-01-08-02-01-02-14,suprised,strong,kids,2,14,female
1382,03-01-08-02-01-02-15,suprised,strong,kids,2,15,male
1383,03-01-08-02-01-02-16,suprised,strong,kids,2,16,female
1384,03-01-08-02-01-02-17,suprised,strong,kids,2,17,male
1385,03-01-08-02-01-02-18,suprised,strong,kids,2,18,female
1386,03-01-08-02-01-02-19,suprised,strong,kids,2,19,male
1387,03-01-08-02-01-02-20,suprised,strong,kids,2,20,female
1388,03-01-08-02-01-02-21,suprised,strong,kids,2,21,male
1389,03-01-08-02-01-02-22,suprised,strong,kids,2,22,female
1390,03-01-08-02-01-02-23,suprised,strong,kids,2,23,male
1391,03-01-08-02-01-02-24,suprised,strong,kids,2,24,female
1392,03-01-08-02-02-01-01,suprised,strong,dogs,1,1,male
1393,03-01-08-02-02-01-02,suprised,strong,dogs,1,2,female
1394,03-01-08-02-02-01-03,suprised,strong,dogs,1,3,male
1395,03-01-08-02-02-01-04,suprised,strong,dogs,1,4,female
1396,03-01-08-02-02-01-05,suprised,strong,dogs,1,5,male
1397,03-01-08-02-02-01-06,suprised,strong,dogs,1,6,female
1398,03-01-08-02-02-01-07,suprised,strong,dogs,1,7,male
1399,03-01-08-02-02-01-08,suprised,strong,dogs,1,8,female
1400,03-01-08-02-02-01-09,suprised,strong,dogs,1,9,male
1401,03-01-08-02-02-01-10,suprised,strong,dogs,1,10,female
1402,03-01-08-02-02-01-11,suprised,strong,dogs,1,11,male
1403,03-01-08-02-02-01-12,suprised,strong,dogs,1,12,female
1404,03-01-08-02-02-01-13,suprised,strong,dogs,1,13,male
1405,03-01-08-02-02-01-14,suprised,strong,dogs,1,14,female
1406,03-01-08-02-02-01-15,suprised,strong,dogs,1,15,male
1407,03-01-08-02-02-01-16,suprised,strong,dogs,1,16,female
1408,03-01-08-02-02-01-17,suprised,strong,dogs,1,17,male
1409,03-01-08-02-02-01-18,suprised,strong,dogs,1,18,female
1410,03-01-08-02-02-01-19,suprised,strong,dogs,1,19,male
1411,03-01-08-02-02-01-20,suprised,strong,dogs,1,20,female
1412,03-01-08-02-02-01-21,suprised,strong,dogs,1,21,male
1413,03-01-08-02-02-01-22,suprised,strong,dogs,1,22,female
1414,03-01-08-02-02-01-23,suprised,strong,dogs,1,23,male
1415,03-01-08-02-02-01-24,suprised,strong,dogs,1,24,female
1416,03-01-08-02-02-02-01,suprised,strong,dogs,2,1,male
1417,03-01-08-02-02-02-02,suprised,strong,dogs,2,2,female
1418,03-01-08-02-02-02-03,suprised,strong,dogs,2,3,male
1419,03-01-08-02-02-02-04,suprised,strong,dogs,2,4,female
1420,03-01-08-02-02-02-05,suprised,strong,dogs,2,5,male
1421,03-01-08-02-02-02-06,suprised,strong,dogs,2,6,female
1422,03-01-08-02-02-02-07,suprised,strong,dogs,2,7,male
1423,03-01-08-02-02-02-08,suprised,strong,dogs,2,8,female
1424,03-01-08-02-02-02-09,suprised,strong,dogs,2,9,male
1425,03-01-08-02-02-02-10,suprised,strong,dogs,2,10,female
1426,03-01-08-02-02-02-11,suprised,strong,dogs,2,11,male
1427,03-01-08-02-02-02-12,suprised,strong,dogs,2,12,female
1428,03-01-08-02-02-02-13,suprised,strong,dogs,2,13,male
1429,03-01-08-02-02-02-14,suprised,strong,dogs,2,14,female
1430,03-01-08-02-02-02-15,suprised,strong,dogs,2,15,male
1431,03-01-08-02-02-02-16,suprised,strong,dogs,2,16,female
1432,03-01-08-02-02-02-17,suprised,strong,dogs,2,17,male
1433,03-01-08-02-02-02-18,suprised,strong,dogs,2,18,female
1434,03-01-08-02-02-02-19,suprised,strong,dogs,2,19,male
1435,03-01-08-02-02-02-20,suprised,strong,dogs,2,20,female
1436,03-01-08-02-02-02-21,suprised,strong,dogs,2,21,male
1437,03-01-08-02-02-02-22,suprised,strong,dogs,2,22,female
1438,03-01-08-02-02-02-23,suprised,strong,dogs,2,23,male
1439,03-01-08-02-02-02-24,suprised,strong,dogs,2,24,female
